Response,empathy_score,fluency_score,sentiment_score,empathy_score_NEW
"That's great, I'm thrilled that you are feeling creative! Keep working on the creative activity you enjoy and hopefully, you'll find yourself completing more meaningful work.",1.0,0.15,0.99,0.0
"I'm so happy that you feel creative, keep working on the creative activity that you enjoy and hopefully you'll find you are doing more meaningful work.",1.0,0.16,0.98,0.0
"That's great, so pleased that you feel creative. You should explore more in your creative domain.",0.0,0.08,0.97,0.0
"That's great, I'm so pleased that you feel creative and you should explore more in your creative domain.",0.0,0.11,0.96,0.0
"And I'm so glad that you feel creative and that you can explore your creative domain, and use your creativity to do meaningful work.",0.0,0.22,0.96,0.0
Congratulations! I'm so happy that you're feeling creative and that you should explore more in your creative domain and make good use of your newfound creativity for something you find worthwhile!,1.0,0.16,0.99,0.0
"Congratulations, I am so happy that you are feeling creative. You should explore more of your creative domain and use your creative mind to do meaningful work.",1.0,0.23,0.99,0.0
Congratulations! I feel inspired to see all your creativity booming! Please use what you are discovering about your creativity for good and keep exploring your creative domain.,1.0,0.07,0.99,0.0
I'm inspired to see all your creativity come to life. You should use what you have discovered about your creativity for good and keep exploring it!,1.0,0.14,0.94,0.0
I am so happy that you are feeling creative and am wondering if you can explore more your creative domain and use your creative mind to do meaningful work.,0.0,0.12,0.98,0.0
"Congratulations to you! I'm so glad you feel creative! Keep exploring this creative domain of yours, and use your mind to do work that you find meaningful.",1.0,0.16,0.98,0.0
"Well done, It is an honour that you feel creative! Please continue to attempt in your creative domain and perform the best you can.",0.0,0.06,0.98,0.0
"Congratulations, I feel very happy that you are feeling creative. Please do explore more in your creative domain and use that creative mind of yours to do meaningful work.",1.0,0.13,0.99,0.0
"Fantastic, I am glad you are feeling creative! I encourage you to continue exploring your creative domain and use your creative mind to do worthwhile work!",1.0,0.16,0.99,0.0
"That's wonderful, I'm delighted that you're feeling creative! Keep working on the creative field you enjoy and hopefully, that's worth your time.",1.0,0.12,0.99,0.0
,,,,0.0
Would you like to restart for another session? (User answer yes or no),,,,0.0
"I think you find me helpful, shall we try again for another session?",0.0,0.08,0.65,0.0
"Would you like to restart for another session? Don't worry, I do mean just for a session, no Men-in-Black-type mind erasers to be found here.",1.0,0.07,0.64,0.0
Would you like to try another session? I will not forget about you or your memories.,0.0,0.22,0.69,0.0
"How about restarting for another session? I mean, not restarting my memory or your brain!",0.0,0.06,0.38,0.0
"Do you want to restart for another session? It's no big deal, especially if it helps you get too creative!",0.0,0.17,0.78,0.0
Would you like to restart for another session and have fun together? I could be jollier like one of your friends.,1.0,0.08,0.97,0.0
"Tell me, would you like to restart for an additional session? And, no, I do not mean restarting your computer - you cannot get rid of me that easily!",0.0,0.18,0.78,0.0
"Would you like to restart for another session? Don't worry, you won't forget everything and forget all of your memories! ",1.0,0.15,0.76,0.0
"Would you like to do another round? I don't mean a pint. You can do that later on, but don't be offended if I don't join you - pouring a beer into my CPU tends to make me less effective.",1.0,0.17,0.79,0.0
"Try again? I mean the exercise, not your whole life!",0.0,0.03,0.38,0.0
Would you like to restart for another session? I'll never forget you!,0.0,0.14,0.72,0.0
"Shall we start over? Don't worry, I will always remember our memories of working together as a team.",1.0,0.31,0.6,0.0
"Would you like to restart for another round? When I say restart, I do not mean erasing my memories about you or your memories.",1.0,0.15,0.61,0.0
I think you find me useful. Should we try again for another session?,0.0,0.09,0.66,0.0
I think you find me useful. Do you want to try again for a different session?,0.0,0.14,0.69,1.0
"Would you like to restart for a different session? Don't worry, I mean just for a session and there are no Men-in-Black mind erasers here.",1.0,0.06,0.64,0.0
"Do you feel like restarting for another session? Don't worry, I mean just for a session, no Men-in-Black mind erasers to be found here.",1.0,0.09,0.64,0.0
"Would you like to try another session? Don't worry, I will not forget about you and our discussion here is safe with me.",1.0,0.21,0.9,0.0
"Do you want to try another session? Don't worry, I will not forget about you and the discussion is secure here with me.",1.0,0.17,0.82,0.0
"Do you want to restart for another session? It's not a big snare, especially if you get creative!",0.0,0.12,0.72,0.0
Would you like to try again and have fun together? I could be more lively like one of your friends.,1.0,0.11,0.97,0.0
"Tell me, would you like to restart to a different session? And I do not mean to restart your computer - you cannot erase me that easily!",0.0,0.11,0.78,0.0
"A new session could be started, would you like one? I won't forget everything, so don't worry!",0.0,0.14,0.84,0.0
"Would you like to do another round? I don't mean a pint because you can do that later, but don't be offended if I don't join. Pouring a beer into my CPU tends to make me less effective.",1.0,0.18,0.79,0.0
"Would you like to do another round? I don't mean a pint, pouring a beer into my CPU might break me.",0.0,0.08,0.61,0.0
"Would you like to try again? I mean our session, is not like Brazil beaten by Germany in the World Cup, that's hard to come back!",0.0,0.09,0.62,1.0
Do you wish to restart for another session? I'll never forget you!,0.0,0.12,0.74,0.0
"Don't worry, I will always remember our memories of working as a team. Shall we restart for another session?",1.0,0.16,0.6,0.0
"If you would like, shall we restart for another session?  When I say restart, I do not mean deleting my memories about you or your memories.",1.0,0.09,0.61,0.0
"Would you like to do another round? I don't mean a pint. You can do that later on, but I fear that I couldn't be a companion - pouring a beer into my CPU tends to make me less effective.",1.0,0.13,0.41,0.0
,,,,1.0
I am sorry you feel that way. I can suggest a few methods to help enhance your creative potential. Would you like to explore them? (User answer yes or no),,,,1.0
"It's normal to feel disappointed, don't worry. I can try and help you boost your creative potential. Would you like to explore them?",0.0,0.18,0.91,0.0
"I'm sorry this didn't work out the way you wanted. Don't tell my accountant about this, because I'm sharing all my creative secrets here, but would you like me to share some more techniques to help enhance your creative potential?",1.0,0.26,0.98,0.0
